gene_id,chr,pos,abs_d,cohens_d,description,cog_description,func_category,signaling_layer,all_layers,tf_families,n_families,log2fc_drought,drought_cat,go_biological,kegg_pathway,n_variant_hybrids,n_ref_hybrids
Zm00001eb233730,chr5,91349547,3.4568081099510115,3.4568081099510115,nan,nan,Unknown,Unknown,Unknown,"C2H2,ERF,GRAS,LBD,MIKC_MADS,TALE",6,0.554,Stable,,,15,4
Zm00001eb234620,chr5,100436856,3.4991405375220848,-3.4991405375220848,XP_002451689.1 uncharacterized protein LOC8079424 isoform X2 [Sorghum bicolor],Metallo-beta-lactamase superfamily,Unknown,Transcription Factor,Transcription Factor,"LBD,MIKC_MADS,TCP",3,-0.001,Stable,,,10,5
Zm00001eb237500,chr5,138337529,3.7666607845588014,3.7666607845588014,"XP_006647151.2 D-amino-acid transaminase, chloroplastic [Oryza brachyantha]",Amino-transferase class IV,Unknown,Metabolism,Metabolism,SBP,1,-0.87,Stable,,"ko00790,map00790",6,11
Zm00001eb238620,chr5,147071399,2.101410767301607,-2.101410767301607,XP_002453600.1 potassium channel KAT1 [Sorghum bicolor],"KHA, dimerisation domain of potassium ion channel",Unknown,Membrane/Transport,Membrane/Transport,"MYB,SBP",2,0.478,Stable,,,10,8
Zm00001eb238670,chr5,147580358,2.4797842854311596,2.4797842854311596,XP_002451855.1 phosphoenolpyruvate carboxylase 1 [Sorghum bicolor],phosphoenolpyruvate carboxylase,Unknown,Hormone,Hormone,"CPP,G2-like",2,3.585,Strong up,,"ko00620,ko00680,ko00710,ko00720,ko01100,ko01120,ko01200,map00620,map00680,map00710,map00720,map01100,map01120,map01200",8,5
Zm00001eb240160,chr5,159177486,3.150560673239874,3.150560673239874,XP_004951439.1 aminopeptidase M1-A [Setaria italica],ERAP1-like C-terminal domain,Unknown,Protein Processing,Protein Processing,"MIKC_MADS,MYB_related",2,1.577,Strong up,,"ko00480,ko01100,ko04614,ko04640,map00480,map01100,map04614,map04640",4,13
Zm00001eb240750,chr5,162417985,2.0331125781654853,-2.0331125781654853,XP_004952436.1 WRKY transcription factor WRKY51 [Setaria italica],Plant zinc cluster domain,Unknown,Transcription Factor,Transcription Factor,"GATA,HD-ZIP,WOX,YABBY",4,2.026,Strong up,,,6,10
Zm00001eb241400,chr5,165941716,2.227398896228534,-2.227398896228534,XP_002453869.1 galacturonosyltransferase 8 [Sorghum bicolor],Belongs to the glycosyltransferase 8 family,Unknown,Metabolism,Metabolism,"C2H2,ERF,MYB",3,1.609,Strong up,,"ko00520,map00520",6,12
Zm00001eb241780,chr5,167200610,2.649178803799349,2.649178803799349,nan,nan,Unknown,Unknown,Unknown,"Dof,LBD,MIKC_MADS,TALE",4,0.632,Stable,,,12,6
Zm00001eb243970,chr5,177500754,2.201691679038871,2.201691679038871,XP_004952758.1 monooxygenase 1 [Setaria italica],FAD binding domain,Unknown,Unknown,Unknown,MYB_related,1,-0.651,Stable,,,7,11
Zm00001eb244930,chr5,179748634,4.753694942534736,4.753694942534736,XP_004952871.1 sucrose transport protein SUT5 [Setaria italica],MFS/sugar transport protein,Unknown,Unknown,Unknown,"HD-ZIP,WOX,YABBY",3,0.652,Stable,,,5,12
Zm00001eb245410,chr5,181666853,3.7983113281608527,-3.7983113281608527,XP_004952916.1 uncharacterized protein LOC101784075 [Setaria italica],nan,Unknown,Unknown,Unknown,NONE,1,0.578,Stable,,,5,11
Zm00001eb245840,chr5,183345807,3.1519521318875774,-3.1519521318875774,XP_002452371.1 uncharacterized protein LOC8055442 [Sorghum bicolor],Hypoxia induced protein conserved region,Unknown,Unknown,Unknown,"C2H2,MYB",2,0.224,Stable,,,10,8
Zm00001eb246360,chr5,185128518,1.7253885350789702,1.7253885350789702,XP_021313888.1 cytosolic Fe-S cluster assembly factor NBP35 [Sorghum bicolor],Component of the cytosolic iron-sulfur (Fe-S) protein assembly (CIA) machinery. ,Unknown,Unknown,Unknown,"M-type_MADS,MYB_related,TCP",3,0.948,Stable,,,6,12
Zm00001eb246440,chr5,185610092,2.855413475989271,2.855413475989271,"XP_004953013.1 transcription termination factor MTERF5, chloroplastic [Setaria italica]",mTERF,Unknown,Transcription Factor,Transcription Factor,"EIL,MYB_related",2,-0.143,Stable,,,3,14
Zm00001eb246590,chr5,185969286,3.533033625402345,3.533033625402345,XP_002454142.1 uncharacterized protein LOC8072433 [Sorghum bicolor],nan,Unknown,Unknown,Unknown,"G2-like,LBD,NAC",3,-0.047,Stable,,,5,12
Zm00001eb246850,chr5,187363173,2.116124084261831,-2.116124084261831,"XP_002452434.1 pentatricopeptide repeat-containing protein At5g04810, chloroplastic [Sorghum bicolor]",Pentatricopeptide repeat domain,Unknown,Signal Transduction,Signal Transduction,"ERF,TALE",2,1.087,Strong up,,,10,5
Zm00001eb247540,chr5,190042182,2.689918027031855,-2.689918027031855,XP_002454196.2 wall-associated receptor kinase 5 [Sorghum bicolor],Calcium-binding EGF-like domain,Unknown,Receptor/Sensor,Receptor/Sensor|Signal Transduction|Metabolism,Trihelix,1,-1.674,Strong down,,,6,11
Zm00001eb248290,chr5,192527539,3.045578705346374,3.045578705346374,XP_004953205.1 bifunctional nitrilase/nitrile hydratase NIT4 [Setaria italica],Carbon-nitrogen hydrolase,Unknown,Metabolism,Metabolism,"ERF,LBD,MYB,Trihelix",4,0.579,Stable,,"ko00380,ko00460,ko00627,ko00643,ko00910,ko01100,ko01110,ko01120,map00380,map00460,map00627,map00643,map00910,map01100,map01110,map01120",6,7
Zm00001eb248350,chr5,192696772,1.8501334723944156,-1.8501334723944156,XP_004979172.1 LOW QUALITY PROTEIN: gem-associated protein 2-like [Setaria italica],Survival motor neuron (SMN) interacting protein 1 (SIP1),Unknown,Signal Transduction,Signal Transduction,NONE,1,1.02,Strong up,,"ko03013,map03013",10,8
Zm00001eb248530,chr5,192898521,2.0869914285378406,-2.0869914285378406,XP_002452863.1 membrane steroid-binding protein 1 [Sorghum bicolor],Cytochrome b5-like Heme/Steroid binding domain,Unknown,Signal Transduction,Signal Transduction,"Nin-like,TCP",2,0.244,Stable,,,7,11
Zm00001eb248620,chr5,193107259,3.566530348832343,-3.566530348832343,XP_021316110.1 protein SHORTAGE IN CHIASMATA 1 isoform X2 [Sorghum bicolor],nan,Unknown,Unknown,Unknown,ERF,1,0.245,Stable,,,6,10
Zm00001eb250370,chr5,199009303,1.8339465166225088,1.8339465166225088,XP_002454491.1 transcription factor bHLH157 [Sorghum bicolor],bHLH-MYC and R2R3-MYB transcription factors N-terminal,Unknown,Transcription Factor,Transcription Factor,"ARR-B,ERF,NAC,SBP",4,-0.769,Stable,,,12,4
Zm00001eb250610,chr5,204023118,1.5294181024110318,-1.5294181024110318,"XP_002454480.1 bifunctional dTDP-4-dehydrorhamnose 3,5-epimerase/dTDP-4-dehydrorhamnose reductase [Sorghum bicolor]",RmlD substrate binding domain,Unknown,Metabolism,Metabolism,"ARF,C2H2,NAC,bZIP",4,0.408,Stable,,"ko00520,ko00523,ko01130,map00520,map00523,map01130",5,14
Zm00001eb251070,chr5,205962090,1.8363397923573328,1.8363397923573328,XP_003570129.1 serine/arginine repetitive matrix protein 1 [Brachypodium distachyon],nan,Unknown,Unknown,Unknown,"ARF,C2H2,GRAS,MYB,MYB_related",5,-0.448,Stable,,,6,13
Zm00001eb251900,chr5,208499872,2.0480367921719203,-2.0480367921719203,XP_002454426.1 pectin acetylesterase 8 isoform X1 [Sorghum bicolor],Hydrolyzes acetyl esters in homogalacturonan regions of pectin. In type I primar,Unknown,Unknown,Unknown,"ERF,G2-like,Nin-like",3,0.657,Stable,,"ko04310,map04310",9,10
Zm00001eb252160,chr5,209205811,2.355996357405278,2.355996357405278,XP_002454420.1 protein RADIALIS-like 3 [Sorghum bicolor],ubiquitin modification-dependent histone binding,Unknown,Protein Processing,Protein Processing|Chromatin/Epigenetic,"CPP,Trihelix,WOX",3,-2.928,Strong down,,,5,11
Zm00001eb252250,chr5,209563666,3.1936707580998416,-3.1936707580998416,XP_002454414.1 uridine-cytidine kinase C [Sorghum bicolor],CYTH domain,Unknown,Signal Transduction,Signal Transduction|Metabolism,"C2H2,Dof,GRAS,MIKC_MADS",4,0.163,Stable,,"ko00240,ko00983,ko01100,map00240,map00983,map01100",3,13
Zm00001eb252380,chr5,209976915,1.331292388796791,1.331292388796791,XP_052141931.1 cysteine-rich receptor-like protein kinase 44 [Oryza glaberrima],Protein kinase domain,Unknown,Receptor/Sensor,Receptor/Sensor|Signal Transduction|Metabolism,MYB,1,1.396,Strong up,,,13,6
Zm00001eb252460,chr5,210135106,2.800267841073044,2.800267841073044,XP_004953663.1 17.8 kDa heat shock protein [Setaria italica],Belongs to the small heat shock protein (HSP20) family,Unknown,Protein Processing,Protein Processing,"C2H2,ERF,LBD,NAC",4,-0.839,Stable,,"ko04141,map04141",5,11
Zm00001eb252640,chr5,210672360,2.184338854040075,-2.184338854040075,XP_021313992.1 AT-rich interactive domain-containing protein 5-like [Sorghum bicolor],"BRIGHT, ARID (A/T-rich interaction domain) domain",Unknown,Signal Transduction,Signal Transduction,"HD-ZIP,MIKC_MADS",2,0.597,Stable,,,6,11
Zm00001eb253150,chr5,212216401,1.66884832394174,1.66884832394174,XP_002454366.1 zinc finger protein CONSTANS-LIKE 9 [Sorghum bicolor],Zinc finger protein,Unknown,Transcription Factor,Transcription Factor,TCP,1,0.612,Stable,,,8,11
Zm00001eb253690,chr5,213145580,2.9414167343446964,-2.9414167343446964,XP_002452602.1 ADP-ribosylation factor-like protein 8c [Sorghum bicolor],Belongs to the small GTPase superfamily. Arf family,Unknown,Signal Transduction,Signal Transduction|Transcription Factor|Hormone,"ERF,NAC,TCP",3,0.558,Stable,,,3,14
Zm00001eb254940,chr5,216053809,3.0368323958172567,3.0368323958172567,"XP_004953920.1 shikimate kinase 1, chloroplastic [Setaria italica]",Shikimate kinase,Unknown,Signal Transduction,Signal Transduction|Metabolism,NONE,1,-0.052,Stable,,"ko00400,ko01100,ko01110,ko01130,ko01230,map00400,map01100,map01110,map01130,map01230",6,6
Zm00001eb255980,chr5,218429727,2.8306111394814533,2.8306111394814533,XP_002454606.2 uncharacterized protein LOC8078924 isoform X1 [Sorghum bicolor],"Remorin, C-terminal region",Unknown,Unknown,Unknown,"NAC,TCP",2,1.919,Strong up,,,7,6
Zm00001eb256460,chr5,219599710,2.535602526846472,2.535602526846472,XP_002452902.1 universal stress protein PHOS32 [Sorghum bicolor],Universal stress protein family,Unknown,Unknown,Unknown,NONE,1,1.934,Strong up,,,5,9
Zm00001eb257810,chr5,222003901,3.7401838527052793,-3.7401838527052793,XP_004954215.1 transcription factor bHLH82 [Setaria italica],helix loop helix domain,Unknown,Transcription Factor,Transcription Factor,"CPP,TCP",2,0.725,Stable,,,6,13
Zm00001eb258090,chr5,222551203,1.8890916082673856,-1.8890916082673856,XP_021314018.1 cyclin-B1-2 [Sorghum bicolor],Proteasome maturation factor UMP1,Unknown,Protein Processing,Protein Processing,"ARF,C2H2,GRAS,LBD,NAC,Nin-like",6,0.705,Stable,,"ko03050,map03050",9,8
Zm00001eb258170,chr5,222744777,4.794391153447574,4.794391153447574,XP_021315749.1 26S protease regulatory subunit 6A homolog [Sorghum bicolor],AAA domain (Cdc48 subfamily),Unknown,Protein Processing,Protein Processing,ERF,1,0.308,Stable,,"ko03050,ko05169,map03050,map05169",6,12
Zm00001eb258890,chr5,224090715,1.9603346592901425,-1.9603346592901425,XP_021314736.1 myosin-6 [Sorghum bicolor],Belongs to the TRAFAC class myosin-kinesin ATPase superfamily. Myosin family,Unknown,Transcription Factor,Transcription Factor,NONE,1,0.467,Stable,,,3,16
Zm00001eb258970,chr5,224227778,1.890023995138449,1.890023995138449,XP_021314017.1 protein N-lysine methyltransferase METTL21A [Sorghum bicolor],Lysine methyltransferase,Unknown,Chromatin/Epigenetic,Chromatin/Epigenetic|Metabolism,NAC,1,1.049,Strong up,,,6,12
Zm00001eb259070,chr5,224374169,1.9507576650897027,-1.9507576650897027,XP_021315590.1 OTU domain-containing protein DDB_G0284757 isoform X3 [Sorghum bicolor],OTU-like cysteine protease,Unknown,Signal Transduction,Signal Transduction|Protein Processing,"C2H2,GRAS,TALE",3,-1.479,Strong down,,,5,8
Zm00001eb260350,chr6,7501354,2.401949872078158,2.401949872078158,XP_021320295.1 glycolipid transfer protein 2 [Sorghum bicolor],Glycolipid transfer protein (GLTP),Unknown,Unknown,Unknown,NONE,1,-1.709,Strong down,,,6,12
Zm00001eb260480,chr6,8188344,3.5478175791548217,3.5478175791548217,XP_004972469.1 phospholipase SGR2 isoform X1 [Setaria italica],phospholipase,Unknown,Second Messenger,Second Messenger,"C2H2,LBD",2,0.358,Stable,,,12,4
Zm00001eb260970,chr6,10181290,1.9402762306550076,1.9402762306550076,XP_002444936.1 probable calcium-binding protein CML7 [Sorghum bicolor],EF-hand domain,Unknown,Signal Transduction,Signal Transduction,"HD-ZIP,MYB,Trihelix",3,0.397,Stable,,"ko03010,ko04626,map03010,map04626",7,9
Zm00001eb264550,chr6,29131841,2.565167807096685,2.565167807096685,"XP_021321956.1 protein CLT2, chloroplastic-like [Sorghum bicolor]","CRT-like, chloroquine-resistance transporter-like",Unknown,Membrane/Transport,Membrane/Transport,"MYB,MYB_related,Trihelix",3,-0.0,Stable,,,8,11
Zm00001eb265520,chr6,36004831,1.7809825153208412,-1.7809825153208412,XP_002439226.2 cycloeucalenol cycloisomerase isoform X1 [Sorghum bicolor],cycloeucalenol cycloisomerase,Unknown,Metabolism,Metabolism,"M-type_MADS,MYB,NAC",3,0.599,Stable,,"ko00100,ko01100,ko01110,map00100,map01100,map01110",9,10
Zm00001eb266600,chr6,44084585,1.3833691488817503,1.3833691488817503,XP_004960505.1 cation/H(+) antiporter 20 [Setaria italica],Sodium/hydrogen exchanger family,Unknown,Unknown,Unknown,"ARF,BES1,Trihelix,bHLH",4,-0.18,Stable,,,9,10
Zm00001eb266620,chr6,44126781,2.9601877835961656,-2.9601877835961656,XP_002439153.2 ACT domain-containing protein ACR9 [Sorghum bicolor],ACT domain-containing protein,Unknown,Signal Transduction,Signal Transduction,"ERF,Nin-like,bZIP",3,-0.337,Stable,,,4,15
Zm00001eb268420,chr6,64425664,2.5182726232604637,2.5182726232604637,XP_002437661.2 protein MEI2-like 2 [Sorghum bicolor],RNA recognition motif 2,Unknown,Unknown,Unknown,"C2H2,MYB",2,0.222,Stable,,,4,12
Zm00001eb269400,chr6,71846402,5.37515032156037,5.37515032156037,XP_002436385.1 peroxisomal membrane protein 11-5 [Sorghum bicolor],Peroxisomal biogenesis factor 11 (PEX11),Unknown,Membrane/Transport,Membrane/Transport,"C2H2,Dof,G2-like,GRAS,MIKC_MADS",5,1.153,Strong up,,"ko04146,map04146",7,11
Zm00001eb272170,chr6,92924064,3.261713651505997,-3.261713651505997,nan,nan,Unknown,Unknown,Unknown,"C2H2,GRAS,HD-ZIP,MIKC_MADS,MYB_related,NAC",6,0.579,Stable,,,7,9
Zm00001eb272520,chr6,94722184,2.0781202486092107,-2.0781202486092107,XP_002437583.1 lysophospholipid acyltransferase LPEAT2 isoform X1 [Sorghum bicolor],Phosphate acyltransferases,Unknown,Metabolism,Metabolism,"Dof,M-type_MADS,SBP",3,0.181,Stable,,"ko00564,ko00565,ko01100,map00564,map00565,map01100",5,7
Zm00001eb273360,chr6,98445058,3.373963504912398,3.373963504912398,XP_002438920.2 uncharacterized protein LOC8063795 isoform X2 [Sorghum bicolor],"Protein of unknown function, DUF547",Unknown,Unknown,Unknown,"B3,ERF,LBD,Nin-like",4,0.683,Stable,,,7,11
Zm00001eb274240,chr6,102898532,2.18760956779572,-2.18760956779572,XP_021306236.1 molybdenum cofactor sulfurase isoform X1 [Sorghum bicolor],Sulfurates the molybdenum cofactor. Sulfation of molybdenum is essential for xan,Unknown,Metabolism,Metabolism,"B3,WOX",2,0.73,Stable,,"ko00790,map00790",7,6
Zm00001eb276160,chr6,110082271,2.0697966596880257,-2.0697966596880257,XP_021305237.1 uncharacterized protein LOC8065089 isoform X1 [Sorghum bicolor],Alpha beta-Hydrolases superfamily protein,Unknown,Transcription Factor,Transcription Factor|Metabolism,"ERF,SBP",2,1.103,Strong up,,,3,13
Zm00001eb276190,chr6,110151986,2.448600298541365,2.448600298541365,XP_021306063.1 E3 ubiquitin-protein ligase RGLG2-like [Sorghum bicolor],Copine,Unknown,Protein Processing,Protein Processing|Metabolism,HD-ZIP,1,0.095,Stable,,,3,14
Zm00001eb278120,chr6,117817772,1.707022122288353,-1.707022122288353,XP_002438439.1 vacuolar amino acid transporter 1 [Sorghum bicolor],Transmembrane amino acid transporter protein,Unknown,Membrane/Transport,Membrane/Transport,"C2H2,MIKC_MADS,MYB,Trihelix",4,3.311,Strong up,,"ko04721,ko04723,ko04727,ko05032,ko05033,map04721,map04723,map04727,map05032,map05033",5,13
Zm00001eb278130,chr6,117850289,2.9195594793576416,-2.9195594793576416,XP_002437039.1 cyclin-dependent kinase F-1 [Sorghum bicolor],Protein kinase domain,Unknown,Signal Transduction,Signal Transduction|Metabolism,"CPP,EIL,MYB",3,0.249,Stable,,,5,13
Zm00001eb279790,chr6,124409130,9.795547365688725,9.795547365688725,"XP_021305650.1 glutathione S-transferase DHAR3, chloroplastic-like isoform X1 [Sorghum bicolor]","Glutathione S-transferase, N-terminal domain",Unknown,Metabolism,Metabolism|Redox/Stress,MYB,1,-0.119,Stable,,"ko00053,ko00480,ko01100,map00053,map00480,map01100",4,10
Zm00001eb280210,chr6,126409344,1.7960201177908428,1.7960201177908428,XP_021305239.1 potassium channel KOR1 isoform X1 [Sorghum bicolor],Potassium channel SKOR,Unknown,Membrane/Transport,Membrane/Transport,MYB_related,1,0.079,Stable,,,7,12
Zm00001eb280970,chr6,130867559,3.748817075985064,-3.748817075985064,XP_021305853.1 U-box domain-containing protein 35 isoform X1 [Sorghum bicolor],U-box domain-containing protein,Unknown,Signal Transduction,Signal Transduction,MYB,1,-1.716,Strong down,,,12,4
Zm00001eb282040,chr6,134534847,2.0901105758952907,2.0901105758952907,XP_004973627.1 germin-like protein 8-14 [Setaria italica],Cupin,Unknown,Unknown,Unknown,NONE,1,-3.932,Strong down,,,4,15
Zm00001eb282990,chr6,138984500,2.655137442273228,2.655137442273228,XP_002439378.1 E3 ubiquitin-protein ligase At1g63170 [Sorghum bicolor],RING-like zinc finger,Unknown,Protein Processing,Protein Processing|Transcription Factor|Metabolism,Dof,1,1.138,Strong up,,,6,13
Zm00001eb283110,chr6,139381527,2.856266283830376,2.856266283830376,XP_002440694.1 probable cellulose synthase A catalytic subunit 1 [UDP-forming] [Sorghum bicolor],Belongs to the glycosyltransferase 2 family. Plant cellulose synthase subfamily,Unknown,Metabolism,Metabolism,"C2H2,GRAS,MIKC_MADS,NAC,bHLH",5,-0.621,Stable,,,7,6
Zm00001eb283200,chr6,139654163,2.0579915874978787,-2.0579915874978787,XP_002450034.2 putative disease resistance RPP13-like protein 3 [Sorghum bicolor],NB-ARC domain,Unknown,Unknown,Unknown,MYB,1,0.021,Stable,,,4,14
Zm00001eb283750,chr6,141497453,3.2282312202661316,3.2282312202661316,XP_002440709.1 leucine-rich repeat extensin-like protein 4 [Sorghum bicolor],Leucine rich repeat,Unknown,Unknown,Unknown,TALE,1,0.205,Stable,,,3,15
Zm00001eb284070,chr6,142919744,2.017722385261348,-2.017722385261348,XP_004960596.1 uncharacterized protein LOC101766326 [Setaria italica],Cotton fibre expressed protein,Unknown,Unknown,Unknown,"BES1,CAMTA,G2-like,GATA,bHLH,bZIP",6,-3.63,Strong down,,,7,11
Zm00001eb284120,chr6,143072104,2.8262855781437546,2.8262855781437546,"XP_002440767.1 thioredoxin-like 2, chloroplastic [Sorghum bicolor]",Thioredoxin,Unknown,Redox/Stress,Redox/Stress,MYB,1,-0.498,Stable,,"ko04621,ko05418,map04621,map05418",6,13
Zm00001eb284450,chr6,144722672,1.6809466919998697,1.6809466919998697,XP_006655126.2 E3 ubiquitin-protein ligase SINAT5 [Oryza brachyantha],E3 ubiquitin-protein ligase that mediates ubiquitination and subsequent proteaso,Unknown,Protein Processing,Protein Processing|Metabolism,"ERF,LBD,MYB,TALE",4,-0.268,Stable,,"ko04013,ko04115,ko04120,ko04310,map04013,map04115,map04120,map04310",9,7
Zm00001eb284520,chr6,144921415,1.9900310270162969,1.9900310270162969,XP_021302905.1 LOW QUALITY PROTEIN: serine carboxypeptidase 2 [Sorghum bicolor],Belongs to the peptidase S10 family,Unknown,Protein Processing,Protein Processing,"G2-like,MIKC_MADS",2,-0.171,Stable,,,5,14
Zm00001eb286540,chr6,152679315,1.5857986645549182,-1.5857986645549182,XP_012700165.1 senescence associated gene 20-like [Setaria italica],Wound-induced protein WI12,Unknown,Unknown,Unknown,"Dof,SBP",2,-1.928,Strong down,,,7,5
Zm00001eb288150,chr6,158302188,3.3074906339787136,-3.3074906339787136,XP_004962080.1 beta-hexosaminidase 3 [Setaria italica],beta-acetyl hexosaminidase like,Unknown,Unknown,Unknown,"B3,EIL",2,1.642,Strong up,,"ko00511,ko00513,ko00520,ko00531,ko00603,ko00604,ko01100,ko04142,map00511,map00513,map00520,map00531,map00603,map00604,map01100,map04142",7,7
Zm00001eb288420,chr6,159037925,2.9114444910666863,2.9114444910666863,XP_021302870.1 NAC domain-containing protein 82-like [Sorghum bicolor],No apical meristem (NAM) protein,Unknown,Signal Transduction,Signal Transduction|Transcription Factor,"ARF,C2H2,Dof,GRAS,MIKC_MADS",5,0.07,Stable,,,6,13
